userid,id,rating,timestamp
9,60,4.0,864903206
9,150,3.0,864903995
9,158,3.0,864904085
9,243,3.0,864904185
9,258,4.0,864903604
9,260,3.0,864902839
9,261,4.0,864903377
9,262,3.0,864904142
9,277,4.0,864903206
9,313,3.0,864903568
9,317,4.0,864903310
9,355,3.0,864903466
9,362,3.0,864903995
9,364,3.0,864903112
9,374,3.0,864903678
9,455,3.0,864904085
9,484,3.0,864903678
9,500,2.0,864904241
9,531,3.0,864904085
9,558,3.0,864903869
9,575,3.0,864903466
9,586,3.0,864904085
9,588,3.0,864903110
9,594,2.0,864904085
9,595,2.0,864904185
9,596,2.0,864904085
9,609,3.0,864904085
9,616,3.0,864903206
9,631,3.0,864903466
9,661,5.0,864902940
9,673,5.0,864903310
9,709,3.0,864903310
9,783,3.0,864904241
9,810,3.0,864904142
9,828,3.0,864903377
9,881,3.0,864903747
9,888,3.0,864904185
9,986,5.0,864903377
9,1013,3.0,864903747
9,1014,3.0,864904185
9,1015,3.0,864903604
9,1017,3.0,864904184
9,1019,2.0,864903568
9,1020,5.0,864903568
9,1021,3.0,864903678
9,1022,3.0,864904142
9,1023,4.0,864903466
9,1025,3.0,864904142
9,1028,4.0,864903310
9,1029,1.0,864903466
9,1030,4.0,864904185
9,1032,3.0,864903466
9,1033,2.0,864904241
9,1035,5.0,864903376
9,1073,5.0,864902839
9,1097,1.0,864903310
9,1196,3.0,864904142
9,1197,4.0,864903377
9,1210,3.0,864902890
9,1282,3.0,864904142
9,1367,3.0,864904394
10,25,4.0,1005518420
10,34,1.0,1005513411
10,110,5.0,1005515925
10,253,4.0,1005513439
10,260,5.0,1005516017
10,265,5.0,1005518420
10,356,5.0,1005518420
10,745,3.0,1005516279
10,760,2.0,1005516279
10,771,3.0,1005515904
10,858,4.0,1005515925
10,899,4.0,1005518379
10,904,4.0,1005516194
10,905,3.0,1005516279
10,912,5.0,1005515954
10,919,3.0,1005516054
10,922,4.0,1005515998
10,923,5.0,1005515925
10,965,2.0,1005516279
10,1057,4.0,1005513323
10,1093,3.0,1005515744
10,1097,4.0,1005513273
10,1136,5.0,1005516194
10,1172,5.0,1005518379
10,1198,5.0,1005516017
10,1208,4.0,1005515925
10,1210,5.0,1005513303
10,1217,3.0,1005516245
10,1221,3.0,1005515998
10,1225,4.0,1005516194
10,1237,5.0,1005516054
10,1250,2.0,1005516217
10,1307,3.0,1005518420
10,1502,3.0,1005518357
10,1721,4.0,1005513375
10,1929,3.0,1005516118
10,1933,3.0,1005516217
10,1939,3.0,1005516054
10,1949,3.0,1005516279
10,2023,3.0,1005513484
10,2028,4.0,1005515954
10,2093,3.0,1005515386
10,2336,3.0,1005515759
10,2355,4.0,1005514607
10,2369,3.0,1005514687
10,2394,4.0,1005515386
10,2396,5.0,1005515449
10,2412,1.0,1005513273
10,2416,2.0,1005513439
10,2546,2.0,1005515723
10,2581,2.0,1005515350
10,2585,5.0,1005514861
10,2627,2.0,1005516279
10,2677,2.0,1005516319
10,2683,3.0,1005514527
10,2692,1.0,1005515402
10,2699,3.0,1005515631
10,2700,4.0,1005515449
10,2706,2.0,1005514527
10,2710,1.0,1005514574
10,2712,5.0,1005514742
10,2716,3.0,1005514797
10,2724,3.0,1005515402
10,2762,5.0,1005515449
10,2776,2.0,1005516070
10,2826,4.0,1005515610
10,2840,4.0,1005515449
10,2858,4.0,1005514509
10,2925,4.0,1005516148
10,2959,2.0,1005515783
10,3016,1.0,1005515723
10,3022,2.0,1005516217
10,3030,2.0,1005516194
10,3081,5.0,1005515449
10,3092,2.0,1005516194
10,3114,5.0,1005515505
10,3133,3.0,1005516217
10,3155,3.0,1005515632
10,3159,2.0,1005515783
10,3160,1.0,1005514861
10,3408,4.0,1005514709
10,3421,3.0,1005516279
10,3534,3.0,1005515610
10,3564,3.0,1005515783
10,3578,5.0,1005514797
10,3615,2.0,1005515744
10,3753,2.0,1005515365
10,3789,2.0,1005516245
10,3824,3.0,1005515655
10,3863,2.0,1005515682
10,3977,3.0,1005514607
10,4148,3.0,1005513303
10,4282,2.0,1005515904
10,4361,4.0,1005518437
10,4638,2.0,1005514844
10,4790,3.0,1005513484
10,4840,5.0,1005516953
10,4873,3.0,1005516862
10,4886,3.0,1005516839
10,4896,4.0,1005516827
10,4913,2.0,1005516803
10,4917,2.0,1005516803
10,4918,2.0,1005516803
10,6460,1.0,1005516118
11,2,3.0,837800072
11,4,1.0,837800788
11,5,3.0,837800556
11,7,3.0,837800992
11,10,4.0,837799758
11,19,3.0,837799867
11,21,4.0,837799867
11,22,4.0,837800432
11,31,3.0,837800346
11,32,5.0,837799934
11,34,3.0,837799835
11,36,4.0,843302705
11,44,5.0,837800190
11,47,5.0,837799835
11,50,5.0,837799899
11,62,3.0,837800346
11,122,2.0,837800732
11,140,3.0,843302427
11,141,4.0,837800164
11,150,3.0,837799630
11,151,3.0,837800072
11,153,3.0,837799669
11,158,3.0,837800190
11,160,3.0,837799899
11,168,3.0,837800220
11,170,4.0,837800656
11,173,2.0,837799965
11,177,4.0,838148806
11,186,3.0,837800112
11,208,3.0,837799758
11,216,2.0,837800597
11,222,4.0,837800556
11,231,3.0,837799709
11,235,5.0,843302607
11,236,3.0,837799997
11,248,3.0,837800655
11,253,5.0,837799758
11,256,2.0,838148506
11,257,3.0,838148704
11,261,4.0,837800190
11,266,5.0,837799934
11,273,5.0,837800414
11,277,3.0,837800371
11,288,5.0,837799785
11,292,4.0,837799733
11,296,5.0,837799630
11,300,4.0,837799785
11,316,3.0,837799709
11,317,3.0,838148420
11,318,5.0,837799709
11,329,3.0,837799709
11,333,2.0,837800220
11,337,3.0,843302592
11,344,4.0,837799669
11,350,3.0,837800032
11,353,5.0,837800346
11,356,3.0,837799785
11,357,4.0,837800032
11,364,4.0,837799835
11,367,3.0,837799867
11,372,3.0,837800892
11,376,4.0,837800597
11,377,3.0,837799934
11,380,3.0,837799630
11,382,3.0,837801017
11,383,3.0,837800788
11,410,3.0,837799785
11,413,3.0,837800556
11,415,3.0,837800928
11,434,3.0,837799733
11,435,2.0,837799934
11,442,2.0,837800112
11,454,3.0,837799835
11,457,4.0,837799734
11,466,3.0,837800530
11,477,3.0,837800619
11,480,4.0,837799835
11,481,5.0,838148928
11,482,5.0,838148953
11,491,3.0,837800689
11,500,4.0,837799965
11,509,5.0,837800164
11,514,4.0,837800928
11,515,3.0,838148556
11,520,3.0,837800530
11,527,5.0,837799965
11,540,2.0,837800732
11,543,2.0,837800753
11,551,5.0,837800346
11,552,3.0,837800478
11,553,5.0,837800032
11,555,5.0,837800220
11,586,3.0,837799997
11,587,3.0,837799997
11,588,3.0,837799669
11,589,4.0,837799899
11,590,4.0,837799630
11,592,4.0,837799630
11,593,5.0,837799733
11,594,3.0,838148616
11,595,3.0,837799709
11,596,3.0,837800788
11,597,3.0,837800032
11,616,4.0,837800689
11,637,3.0,843302442
11,648,4.0,837800478
11,724,5.0,838148970
11,733,5.0,837800753
11,736,3.0,837800394
11,780,5.0,837800946
12,1,2.0,858624872
12,3,3.0,858624903
12,5,3.0,858624903
12,25,3.0,858624873
12,26,4.0,858625152
12,32,4.0,858624872
12,36,4.0,858624903
12,52,4.0,858624936
12,58,5.0,858624936
12,62,3.0,858624872
12,65,2.0,858625000
12,94,3.0,858625101
12,95,3.0,858624872
12,135,3.0,858624968
12,140,4.0,858624999
12,141,4.0,858624872
12,260,3.0,858624936
12,608,5.0,858624903
12,637,3.0,858624968
12,648,4.0,858624872
12,653,3.0,858624936
12,663,3.0,858625152
12,708,3.0,858624936
12,724,3.0,858625039
12,733,4.0,858624903
12,736,3.0,858624872
12,762,3.0,858624968
12,778,5.0,858624999
12,780,4.0,858624872
12,788,4.0,858624936
12,802,3.0,858624968
12,805,4.0,858624968
12,832,4.0,858625000
12,839,3.0,858625101
12,866,4.0,858625405
12,1059,4.0,858625152
12,1061,4.0,858625227
12,1073,4.0,858624903
12,1183,5.0,858625227
12,1210,3.0,858625072
12,1356,4.0,858624968
12,1367,4.0,858625102
12,1393,4.0,858625102
12,1405,2.0,858625152
12,1476,3.0,858625406
13,50,4.0,1382320649
13,260,5.0,1382320717
13,296,5.0,1382320815
13,318,5.0,1382320641
13,471,5.0,1382320473
13,527,4.0,1382320652
13,541,4.5,1382320829
13,858,3.0,1382320644
13,1061,3.5,1382320539
13,1136,5.0,1382320755
13,1193,5.0,1382320664
13,1196,5.0,1382320768
13,1198,5.0,1382320687
13,1203,4.5,1382320692
13,1221,3.0,1382320658
13,1271,5.0,1382320522
13,1371,4.0,1382320482
13,1372,4.0,1382320468
13,1597,4.0,1382320391
13,2002,4.5,1382320525
13,2021,4.5,1382320528
13,2167,3.0,1382320400
13,2193,4.0,1382320532
13,2294,3.0,1382320501
13,2324,5.0,1382320736
13,2329,4.5,1382320800
13,2407,5.0,1382320402
13,2539,3.0,1382320535
13,2571,5.0,1382320708
13,2858,4.0,1382320773
13,2959,5.0,1382320696
13,3755,4.5,1382320507
13,3911,4.5,1382320510
13,4226,5.0,1382320740
13,4993,5.0,1382320808
13,7153,5.0,1382320811
13,26587,5.0,1382320781
13,58559,5.0,1382320671
13,79132,3.5,1382320726
13,104841,3.5,1382320835
14,44,2.5,1359687888
14,277,3.0,1359687919
14,1405,4.0,1359687927
14,2080,3.0,1359687907
14,2273,4.0,1359687933
14,2294,3.0,1359687910
14,2366,4.0,1359687966
14,2539,4.0,1359687929
14,2871,4.0,1359687944
14,3255,4.0,1359687904
15,1569,3.0,1246018843
16,1,3.0,863706156
16,6,5.0,863706205
16,25,3.0,863706599
16,58,5.0,863706271
16,95,4.0,863706156
16,260,4.0,863706205
16,608,4.0,863706205
16,648,3.0,863706156
16,780,3.0,863706156
16,858,5.0,863706599
16,1073,5.0,863706205
17,1211,5.0,1327262081
17,2677,4.0,1327262132
17,3618,4.0,1327262217
17,3754,2.5,1327262279
17,4006,1.5,1327262109
17,52241,4.0,1327262423
17,59900,2.5,1327262384
17,72011,4.0,1327262156
18,23,4.0,1225282472
18,145,3.0,1225282232
18,175,3.5,1225282483
18,605,3.5,1225282597
18,830,3.5,1225282321
18,1702,3.0,1225282607
18,1911,2.5,1225282337
18,2124,1.5,1225282301
18,2378,2.0,1225282415
18,2428,3.0,1225282425
18,2485,3.0,1225282409
18,2694,4.0,1225284571
18,2808,3.5,1225282554
18,3157,3.0,1225282495
18,3826,3.0,1225282344
18,3986,3.5,1225282509
18,4069,4.0,1225282614
18,6379,4.0,1225283243
18,7293,5.0,1225282796
18,7317,4.0,1225284493
18,7346,4.5,1225282857
18,46972,4.5,1225284404
18,52644,4.0,1225284191
18,54004,4.0,1225284341
18,59315,4.0,1225282728
19,356,5.0,1000391064
19,593,2.0,1000390976
19,924,5.0,1000391022
19,1210,5.0,1000390842
19,1221,2.0,1000390901
19,1955,4.0,1000390976
19,2502,3.0,1000390842
19,2628,3.0,1000390805
19,2791,4.0,1000390842
19,3253,1.0,1000391000
20,1,4.0,858075312
20,2,4.0,858076902
20,6,3.0,858075346
20,7,3.0,858075347
20,21,3.0,858076432
20,34,4.0,858076493
20,47,3.0,858077791
20,58,4.0,858075537
20,60,3.0,858076990
20,62,3.0,858075312
20,95,3.0,858075312
20,105,2.0,858076948
20,110,4.0,858076387
20,111,4.0,858076675
20,150,3.0,858076387
20,151,3.0,858076674
20,207,3.0,858076675
20,208,3.0,858078936
20,260,5.0,858075537
20,288,4.0,858079238
20,296,5.0,858076387
20,318,5.0,858076493
20,349,3.0,858077993
20,356,5.0,858076387
20,357,3.0,858076387
20,361,4.0,858077090
20,364,3.0,858076948
20,376,3.0,858075537
20,377,3.0,858076432
20,440,3.0,858076766
20,457,5.0,858076387
20,480,5.0,858076387
20,500,3.0,858076493
20,508,3.0,858076432
20,509,3.0,858077090
20,515,4.0,858076766
20,524,1.0,858076902
20,527,3.0,858076387
20,534,4.0,858076872
20,539,4.0,858076675
20,541,5.0,858076766
20,586,3.0,858076902
20,587,1.0,858076766
20,589,3.0,858076432
20,590,3.0,858076493
20,593,4.0,858076387
20,597,3.0,858076432
20,608,3.0,858075347
20,661,3.0,858075565
20,708,3.0,858075537
20,736,3.0,858075312
20,788,3.0,858075537
20,802,4.0,858075565
20,837,3.0,858075707
20,852,3.0,858075597
20,858,4.0,858079237
20,912,3.0,858077740
20,924,4.0,858077704
20,969,3.0,858077791
20,991,3.0,858075795
20,1097,3.0,858078787
20,1136,4.0,858078936
20,1172,3.0,858078672
20,1193,5.0,858077739
20,1196,4.0,858076902
20,1197,5.0,858077740
20,1198,5.0,858076923
20,1201,5.0,858077959
20,1206,4.0,858078936
20,1208,4.0,858077763
20,1210,3.0,858078936
20,1213,4.0,858078295
20,1214,4.0,858077740
20,1217,3.0,858078672
20,1225,3.0,858077926
20,1228,3.0,858078787
20,1231,3.0,858077927
20,1233,3.0,858077993
20,1234,3.0,858077740
20,1240,5.0,858079238
20,1246,4.0,858078787
20,1258,4.0,858078295
20,1265,3.0,858077959
20,1266,4.0,858078295
20,1267,4.0,858078295
20,1269,3.0,858077959
20,1272,4.0,858077926
20,1276,4.0,858077959
20,1278,3.0,858077959
20,1291,3.0,858077704
20,1292,4.0,858077926
20,1304,3.0,858077993
20,1307,5.0,858078672
20,1333,5.0,858077791
20,1416,2.0,858075756
20,5060,3.0,858078672
21,1,5.0,833524830
21,161,3.0,833524819
21,175,4.0,833525185
21,180,3.0,833525271
21,223,5.0,833524934
21,231,3.0,833524803
21,246,3.0,833524952
21,256,2.0,833524925
21,280,4.0,833524992
21,288,4.0,833524839
21,293,5.0,833524894
21,296,5.0,833524768
21,300,4.0,833524830
21,318,5.0,833524803
21,334,2.0,833525355
21,337,4.0,833524877
21,349,4.0,833524782
21,356,3.0,833525056
21,357,4.0,833525142
21,364,5.0,833524911
21,371,3.0,833525154
21,377,4.0,833525123
21,380,3.0,833524768
21,413,3.0,833525000
21,415,2.0,833525223
21,431,4.0,833524992
21,434,3.0,833524818
21,440,4.0,833524952
21,454,3.0,833524911
21,457,4.0,833524857
21,471,5.0,833525100
21,474,5.0,833525204
21,480,3.0,833525100
21,485,2.0,833525330
21,500,4.0,833525160
21,508,3.0,833525233
21,527,4.0,833525132
21,555,4.0,833524925
21,586,3.0,833525249
21,588,4.0,833524782
21,589,5.0,833525116
21,593,4.0,833524848
21,595,4.0,833524803
21,597,3.0,833525212
21,720,5.0,833525124
22,253,4.0,974771943
22,356,4.0,974771922
22,1961,4.0,974771943
22,2301,4.0,974771898
22,2794,3.0,974771898
23,1,3.5,1118417355
23,2,2.0,1118417647
23,6,1.5,1118417572
23,10,1.0,1118417509
23,16,3.5,1118417747
23,19,1.0,1118232323
23,25,4.0,1118417556
23,32,5.0,1118417084
23,36,3.5,1118417567
23,39,2.0,1118417558
23,47,3.0,1118416971
23,48,3.0,1118417938
23,50,3.0,1118416950
23,52,3.5,1118417979
23,62,2.0,1118417580
23,70,2.5,1118418037
23,95,0.5,1118232327
23,104,2.0,1118231964
23,105,3.0,1118232342
23,110,1.5,1118417443
23,111,3.0,1118417607
23,141,3.0,1118417548
23,145,0.5,1118418071
23,150,2.0,1118232065
23,153,0.5,1118417479
23,158,1.0,1118417950
23,160,0.5,1118417713
23,161,1.0,1118232335
23,165,0.5,1118417481
23,172,0.5,1118417889
23,173,0.5,1118417778
23,185,0.5,1118417539
23,196,1.0,1118417841
23,198,1.5,1118232331
23,223,3.0,1118417045
23,231,1.0,1118417503
23,235,4.5,1118231960
23,253,2.5,1118417537
23,260,4.0,1118417446
23,261,3.0,1118418079
23,266,3.0,1118231929
23,282,2.5,1118417893
23,288,1.5,1118417583
23,292,1.0,1118417518
23,293,4.5,1118417018
23,296,5.0,1118232253
23,300,4.5,1118417589
23,318,4.0,1118416943
23,329,2.0,1118232345
23,333,1.0,1118418059
23,337,3.5,1118231973
23,339,2.0,1118417551
23,344,1.0,1118417471
23,349,1.0,1118417476
23,350,2.0,1118231918
23,353,2.5,1118417738
23,356,3.5,1118232255
23,364,3.0,1118417493
23,367,1.0,1118417505
23,370,1.0,1118417846
23,377,0.5,1118417465
23,380,0.5,1118417352
23,410,1.0,1118417631
23,434,0.5,1118417529
23,435,0.5,1118417768
23,454,0.5,1118417532
23,457,2.0,1118417420
23,466,1.0,1118417848
23,471,5.0,1118417975
23,480,2.0,1118417419
23,485,0.5,1118417936
23,500,2.0,1118417501
23,508,4.5,1118232339
23,520,1.5,1118417900
23,527,3.5,1118416990
23,529,3.5,1118417973
23,539,2.5,1118417527
23,541,5.0,1118232287
23,543,3.5,1118417921
23,551,4.0,1118232293
23,553,3.5,1118417741
23,555,5.0,1118232311
23,585,0.5,1118232280
23,586,2.0,1118417591
23,587,2.5,1118417525
23,588,3.0,1118417462
23,589,2.0,1118417451
23,590,2.0,1118417425
23,592,4.0,1118417423
23,593,3.5,1118416996
23,594,3.0,1118417689
23,595,3.0,1118417484
23,596,3.0,1118417966
23,597,2.0,1118232309
23,608,5.0,1118417244
23,648,1.0,1118417474
23,661,3.5,1118418098
23,733,0.5,1118417499
23,736,0.5,1118417488
23,741,3.5,1118417218
23,750,5.0,1118232285
23,762,0.5,1118418054
23,778,4.0,1118417270
23,780,0.5,1118232236
23,784,3.5,1118417829
23,785,2.0,1118418051
23,788,1.5,1118417641
23,802,0.5,1118417818
23,805,2.0,1118417932
23,832,1.0,1118417796
23,858,4.5,1118417073
23,908,2.0,1118417809
23,912,4.5,1118417616
23,919,4.0,1118417626
23,920,5.0,1118417751
23,923,4.0,1118232276
23,924,5.0,1118417623
23,953,3.5,1118417946
23,1028,4.0,1118232289
23,1035,4.0,1118417918
23,1036,1.5,1118417595
23,1060,3.0,1118417102
23,1073,4.5,1118417535
23,1080,4.0,1118417250
23,1089,5.0,1118231933
